ticket_id,created_at,resolved_at,department,priority,status,issue_type,reporter,assignee,title,description,duration_minutes,satisfaction_score
TKT202401010508,2024-10-08 00:00:00,,财务部,中,处理中,咨询,user_1007,agent_2007,工单标题509,这是工单509的详细描述内容,,2.0
TKT202401010509,2024-11-20 00:00:00,2024-11-22 07:00:00,技术部,中,待回访,功能异常,user_1051,agent_2008,工单标题510,这是工单510的详细描述内容,3300.0,
TKT202401010510,2024-01-22 00:00:00,2024-01-24 12:00:00,技术部,中,待处理,数据错误,user_1021,agent_2016,工单标题511,这是工单511的详细描述内容,3600.0,
TKT202401010511,2024-11-12 00:00:00,2024-11-13 19:00:00,市场部,紧急,待处理,咨询,user_1083,agent_2005,工单标题512,这是工单512的详细描述内容,2580.0,1.0
TKT202401010512,2024-03-05 00:00:00,,人力资源,中,已关闭,数据错误,user_1003,agent_2013,工单标题513,这是工单513的详细描述内容,,
TKT202401010513,2024-03-09 00:00:00,2024-03-10 08:00:00,财务部,低,待回访,权限问题,user_1070,agent_2016,工单标题514,这是工单514的详细描述内容,1920.0,
TKT202401010514,2024-04-05 00:00:00,2024-04-07 21:00:00,市场部,低,已解决,其他,user_1071,agent_2006,工单标题515,这是工单515的详细描述内容,4140.0,
TKT202401010515,2024-03-20 00:00:00,,运维部,中,已关闭,系统故障,user_1100,agent_2017,工单标题516,这是工单516的详细描述内容,,
TKT202401010516,2024-04-04 00:00:00,2024-04-04 02:00:00,运维部,高,已解决,功能异常,user_1085,agent_2018,工单标题517,这是工单517的详细描述内容,120.0,2.0
TKT202401010517,2024-09-25 00:00:00,2024-09-27 15:00:00,技术部,中,已解决,建议,user_1083,agent_2011,工单标题518,这是工单518的详细描述内容,3780.0,
TKT202401010518,2024-09-24 00:00:00,,技术部,高,待处理,数据错误,user_1014,agent_2016,工单标题519,这是工单519的详细描述内容,,
TKT202401010519,2024-01-17 00:00:00,2024-01-19 01:00:00,人力资源,中,待处理,咨询,user_1029,agent_2020,工单标题520,这是工单520的详细描述内容,2940.0,1.0
TKT202401010520,2024-04-16 00:00:00,2024-04-18 14:00:00,客服部,低,待处理,咨询,user_1072,agent_2014,工单标题521,这是工单521的详细描述内容,3720.0,1.0
TKT202401010521,2024-11-11 00:00:00,2024-11-12 10:00:00,市场部,紧急,已解决,功能异常,user_1028,agent_2017,工单标题522,这是工单522的详细描述内容,2040.0,
TKT202401010522,2024-04-28 00:00:00,2024-04-30 20:00:00,技术部,高,待回访,性能问题,user_1072,agent_2018,工单标题523,这是工单523的详细描述内容,4080.0,1.0
TKT202401010523,2024-11-22 00:00:00,2024-11-23 21:00:00,市场部,低,待处理,性能问题,user_1024,agent_2018,工单标题524,这是工单524的详细描述内容,2700.0,3.0
TKT202401010524,2024-12-02 00:00:00,2024-12-02 20:00:00,人力资源,低,已解决,咨询,user_1071,agent_2011,工单标题525,这是工单525的详细描述内容,1200.0,4.0
TKT202401010525,2024-11-20 00:00:00,2024-11-22 07:00:00,运维部,高,待回访,需求变更,user_1028,agent_2013,工单标题526,这是工单526的详细描述内容,3300.0,3.0
TKT202401010526,2024-07-03 00:00:00,2024-07-05 09:00:00,财务部,紧急,待处理,权限问题,user_1077,agent_2001,工单标题527,这是工单527的详细描述内容,3420.0,3.0
TKT202401010527,2024-01-04 00:00:00,2024-01-05 14:00:00,技术部,中,待处理,权限问题,user_1071,agent_2017,工单标题528,这是工单528的详细描述内容,2280.0,5.0
TKT202401010528,2024-03-20 00:00:00,,运维部,高,处理中,权限问题,user_1047,agent_2019,工单标题529,这是工单529的详细描述内容,,
TKT202401010529,2024-05-11 00:00:00,,财务部,高,待处理,咨询,user_1062,agent_2006,工单标题530,这是工单530的详细描述内容,,5.0
TKT202401010530,2024-02-18 00:00:00,,人力资源,低,待处理,系统故障,user_1099,agent_2011,工单标题531,这是工单531的详细描述内容,,
TKT202401010531,2024-08-10 00:00:00,2024-08-12 05:00:00,客服部,高,待回访,系统故障,user_1082,agent_2013,工单标题532,这是工单532的详细描述内容,3180.0,
TKT202401010532,2024-09-25 00:00:00,2024-09-25 05:00:00,人力资源,高,已解决,需求变更,user_1090,agent_2008,工单标题533,这是工单533的详细描述内容,300.0,
TKT202401010533,2024-12-10 00:00:00,2024-12-12 02:00:00,人力资源,紧急,处理中,建议,user_1038,agent_2013,工单标题534,这是工单534的详细描述内容,3000.0,
TKT202401010534,2024-06-21 00:00:00,2024-06-21 10:00:00,市场部,紧急,待回访,建议,user_1034,agent_2003,工单标题535,这是工单535的详细描述内容,600.0,
TKT202401010535,2024-08-10 00:00:00,2024-08-10 16:00:00,财务部,高,已关闭,建议,user_1084,agent_2019,工单标题536,这是工单536的详细描述内容,960.0,
TKT202401010536,2024-11-11 00:00:00,,客服部,中,已关闭,咨询,user_1088,agent_2019,工单标题537,这是工单537的详细描述内容,,
TKT202401010537,2024-12-09 00:00:00,2024-12-11 04:00:00,运维部,高,已解决,咨询,user_1077,agent_2001,工单标题538,这是工单538的详细描述内容,3120.0,2.0
TKT202401010538,2024-06-28 00:00:00,2024-06-30 08:00:00,财务部,紧急,处理中,数据错误,user_1088,agent_2012,工单标题539,这是工单539的详细描述内容,3360.0,
TKT202401010539,2024-02-13 00:00:00,2024-02-13 14:00:00,技术部,高,已解决,系统故障,user_1044,agent_2004,工单标题540,这是工单540的详细描述内容,840.0,
TKT202401010540,2024-08-29 00:00:00,2024-08-29 02:00:00,市场部,高,处理中,需求变更,user_1067,agent_2009,工单标题541,这是工单541的详细描述内容,120.0,5.0
TKT202401010541,2024-03-13 00:00:00,2024-03-13 02:00:00,市场部,紧急,已解决,性能问题,user_1008,agent_2010,工单标题542,这是工单542的详细描述内容,120.0,
TKT202401010542,2024-12-22 00:00:00,,市场部,紧急,待处理,建议,user_1085,agent_2009,工单标题543,这是工单543的详细描述内容,,3.0
TKT202401010543,2024-02-25 00:00:00,,市场部,低,处理中,建议,user_1066,agent_2004,工单标题544,这是工单544的详细描述内容,,4.0
TKT202401010544,2024-11-01 00:00:00,,技术部,低,待回访,系统故障,user_1006,agent_2008,工单标题545,这是工单545的详细描述内容,,3.0
TKT202401010545,2024-06-19 00:00:00,2024-06-21 14:00:00,技术部,紧急,已解决,咨询,user_1046,agent_2010,工单标题546,这是工单546的详细描述内容,3720.0,
TKT202401010546,2024-09-13 00:00:00,2024-09-14 11:00:00,市场部,中,已关闭,系统故障,user_1072,agent_2009,工单标题547,这是工单547的详细描述内容,2100.0,
TKT202401010547,2024-06-23 00:00:00,2024-06-25 02:00:00,客服部,低,待回访,其他,user_1081,agent_2008,工单标题548,这是工单548的详细描述内容,3000.0,5.0
TKT202401010548,2024-03-19 00:00:00,2024-03-21 06:00:00,人力资源,中,已关闭,需求变更,user_1017,agent_2007,工单标题549,这是工单549的详细描述内容,3240.0,5.0
TKT202401010549,2024-10-04 00:00:00,2024-10-05 01:00:00,运维部,高,已关闭,性能问题,user_1084,agent_2019,工单标题550,这是工单550的详细描述内容,1500.0,3.0
TKT202401010550,2024-02-04 00:00:00,2024-02-06 23:00:00,市场部,紧急,处理中,咨询,user_1019,agent_2001,工单标题551,这是工单551的详细描述内容,4260.0,4.0
TKT202401010551,2024-07-29 00:00:00,2024-07-30 14:00:00,市场部,中,处理中,数据错误,user_1014,agent_2005,工单标题552,这是工单552的详细描述内容,2280.0,
TKT202401010552,2024-11-09 00:00:00,2024-11-10 10:00:00,人力资源,高,待回访,数据错误,user_1030,agent_2001,工单标题553,这是工单553的详细描述内容,2040.0,
TKT202401010553,2024-12-18 00:00:00,,人力资源,低,已解决,性能问题,user_1050,agent_2016,工单标题554,这是工单554的详细描述内容,,2.0
TKT202401010554,2024-04-08 00:00:00,,客服部,中,已关闭,数据错误,user_1096,agent_2007,工单标题555,这是工单555的详细描述内容,,1.0
TKT202401010555,2024-03-31 00:00:00,2024-04-02 08:00:00,财务部,中,已关闭,数据错误,user_1055,agent_2013,工单标题556,这是工单556的详细描述内容,3360.0,5.0
TKT202401010556,2024-07-13 00:00:00,2024-07-14 16:00:00,市场部,紧急,待回访,功能异常,user_1058,agent_2015,工单标题557,这是工单557的详细描述内容,2400.0,1.0
TKT202401010557,2024-05-05 00:00:00,2024-05-07 18:00:00,市场部,紧急,待回访,建议,user_1067,agent_2002,工单标题558,这是工单558的详细描述内容,3960.0,
TKT202401010558,2024-08-13 00:00:00,2024-08-15 02:00:00,运维部,低,处理中,建议,user_1038,agent_2020,工单标题559,这是工单559的详细描述内容,3000.0,5.0
TKT202401010559,2024-03-13 00:00:00,2024-03-15 11:00:00,财务部,紧急,待回访,功能异常,user_1024,agent_2019,工单标题560,这是工单560的详细描述内容,3540.0,5.0
TKT202401010560,2024-03-10 00:00:00,2024-03-12 02:00:00,财务部,紧急,处理中,投诉,user_1076,agent_2007,工单标题561,这是工单561的详细描述内容,3000.0,1.0
TKT202401010561,2024-05-08 00:00:00,2024-05-09 17:00:00,市场部,高,待处理,功能异常,user_1015,agent_2015,工单标题562,这是工单562的详细描述内容,2460.0,1.0
TKT202401010562,2024-09-25 00:00:00,2024-09-27 01:00:00,人力资源,高,已关闭,需求变更,user_1049,agent_2002,工单标题563,这是工单563的详细描述内容,2940.0,3.0
TKT202401010563,2024-10-16 00:00:00,,技术部,高,待处理,建议,user_1040,agent_2010,工单标题564,这是工单564的详细描述内容,,4.0
TKT202401010564,2024-05-27 00:00:00,,技术部,高,待处理,其他,user_1098,agent_2009,工单标题565,这是工单565的详细描述内容,,
TKT202401010565,2024-09-11 00:00:00,2024-09-13 15:00:00,客服部,低,处理中,数据错误,user_1076,agent_2016,工单标题566,这是工单566的详细描述内容,3780.0,4.0
TKT202401010566,2024-02-10 00:00:00,,人力资源,中,待回访,需求变更,user_1027,agent_2002,工单标题567,这是工单567的详细描述内容,,
TKT202401010567,2024-01-29 00:00:00,,客服部,中,已解决,功能异常,user_1007,agent_2004,工单标题568,这是工单568的详细描述内容,,2.0
TKT202401010568,2024-03-23 00:00:00,2024-03-24 12:00:00,市场部,高,已关闭,其他,user_1047,agent_2002,工单标题569,这是工单569的详细描述内容,2160.0,
TKT202401010569,2024-06-02 00:00:00,2024-06-03 17:00:00,财务部,紧急,已关闭,需求变更,user_1009,agent_2010,工单标题570,这是工单570的详细描述内容,2460.0,1.0
TKT202401010570,2024-12-21 00:00:00,2024-12-22 11:00:00,财务部,高,处理中,其他,user_1008,agent_2004,工单标题571,这是工单571的详细描述内容,2100.0,5.0
TKT202401010571,2024-02-14 00:00:00,2024-02-16 13:00:00,人力资源,中,已关闭,其他,user_1041,agent_2009,工单标题572,这是工单572的详细描述内容,3660.0,5.0
TKT202401010572,2024-06-30 00:00:00,2024-06-30 16:00:00,财务部,低,已关闭,性能问题,user_1079,agent_2008,工单标题573,这是工单573的详细描述内容,960.0,2.0
TKT202401010573,2024-01-01 00:00:00,,市场部,紧急,处理中,其他,user_1054,agent_2014,工单标题574,这是工单574的详细描述内容,,
TKT202401010574,2024-06-28 00:00:00,2024-06-30 23:00:00,技术部,紧急,处理中,权限问题,user_1033,agent_2003,工单标题575,这是工单575的详细描述内容,4260.0,
TKT202401010575,2024-09-16 00:00:00,2024-09-18 22:00:00,客服部,紧急,已解决,咨询,user_1051,agent_2019,工单标题576,这是工单576的详细描述内容,4200.0,1.0
TKT202401010576,2024-03-30 00:00:00,2024-03-31 00:00:00,运维部,低,已关闭,系统故障,user_1083,agent_2005,工单标题577,这是工单577的详细描述内容,1440.0,4.0
TKT202401010577,2024-10-01 00:00:00,2024-10-02 18:00:00,财务部,紧急,待回访,权限问题,user_1073,agent_2011,工单标题578,这是工单578的详细描述内容,2520.0,1.0
TKT202401010578,2024-04-16 00:00:00,2024-04-17 18:00:00,运维部,紧急,处理中,权限问题,user_1004,agent_2011,工单标题579,这是工单579的详细描述内容,2520.0,5.0
TKT202401010579,2024-03-25 00:00:00,,客服部,中,已解决,系统故障,user_1035,agent_2014,工单标题580,这是工单580的详细描述内容,,
TKT202401010580,2024-05-01 00:00:00,2024-05-02 23:00:00,运维部,高,待回访,权限问题,user_1023,agent_2004,工单标题581,这是工单581的详细描述内容,2820.0,
TKT202401010581,2024-01-20 00:00:00,2024-01-21 01:00:00,财务部,紧急,已关闭,需求变更,user_1020,agent_2007,工单标题582,这是工单582的详细描述内容,1500.0,
TKT202401010582,2024-09-04 00:00:00,2024-09-06 19:00:00,运维部,高,待处理,需求变更,user_1087,agent_2005,工单标题583,这是工单583的详细描述内容,4020.0,
TKT202401010583,2024-01-19 00:00:00,2024-01-21 10:00:00,人力资源,紧急,待处理,权限问题,user_1006,agent_2020,工单标题584,这是工单584的详细描述内容,3480.0,3.0
TKT202401010584,2024-08-27 00:00:00,,市场部,中,待处理,其他,user_1098,agent_2010,工单标题585,这是工单585的详细描述内容,,2.0
TKT202401010585,2024-06-13 00:00:00,,运维部,中,已关闭,功能异常,user_1035,agent_2005,工单标题586,这是工单586的详细描述内容,,
TKT202401010586,2024-02-28 00:00:00,2024-02-28 01:00:00,人力资源,紧急,处理中,需求变更,user_1045,agent_2018,工单标题587,这是工单587的详细描述内容,60.0,
TKT202401010587,2024-03-13 00:00:00,2024-03-14 12:00:00,技术部,紧急,已解决,其他,user_1044,agent_2018,工单标题588,这是工单588的详细描述内容,2160.0,2.0
TKT202401010588,2024-01-15 00:00:00,2024-01-17 12:00:00,客服部,紧急,已关闭,系统故障,user_1012,agent_2014,工单标题589,这是工单589的详细描述内容,3600.0,
TKT202401010589,2024-12-26 00:00:00,2024-12-28 09:00:00,运维部,中,处理中,需求变更,user_1011,agent_2015,工单标题590,这是工单590的详细描述内容,3420.0,1.0
TKT202401010590,2024-12-23 00:00:00,,运维部,低,已关闭,数据错误,user_1029,agent_2005,工单标题591,这是工单591的详细描述内容,,5.0
TKT202401010591,2024-05-12 00:00:00,2024-05-13 22:00:00,市场部,中,已解决,投诉,user_1063,agent_2001,工单标题592,这是工单592的详细描述内容,2760.0,
TKT202401010592,2024-02-27 00:00:00,2024-02-28 20:00:00,技术部,中,已解决,其他,user_1074,agent_2005,工单标题593,这是工单593的详细描述内容,2640.0,4.0
TKT202401010593,2024-12-31 00:00:00,2024-12-31 13:00:00,市场部,紧急,已解决,需求变更,user_1060,agent_2013,工单标题594,这是工单594的详细描述内容,780.0,2.0
TKT202401010594,2024-11-13 00:00:00,2024-11-14 07:00:00,财务部,低,待处理,咨询,user_1027,agent_2019,工单标题595,这是工单595的详细描述内容,1860.0,4.0
TKT202401010595,2024-10-17 00:00:00,2024-10-18 19:00:00,技术部,高,待处理,其他,user_1063,agent_2004,工单标题596,这是工单596的详细描述内容,2580.0,4.0
TKT202401010596,2024-06-15 00:00:00,,财务部,高,已解决,建议,user_1009,agent_2020,工单标题597,这是工单597的详细描述内容,,
TKT202401010597,2024-11-01 00:00:00,2024-11-03 00:00:00,市场部,紧急,待处理,数据错误,user_1018,agent_2019,工单标题598,这是工单598的详细描述内容,2880.0,1.0
TKT202401010598,2024-03-16 00:00:00,2024-03-16 19:00:00,运维部,低,待回访,其他,user_1058,agent_2007,工单标题599,这是工单599的详细描述内容,1140.0,
TKT202401010599,2024-06-11 00:00:00,2024-06-12 14:00:00,市场部,中,已关闭,咨询,user_1012,agent_2019,工单标题600,这是工单600的详细描述内容,2280.0,
TKT202401010600,2024-09-18 00:00:00,2024-09-20 03:00:00,运维部,紧急,已解决,需求变更,user_1007,agent_2001,工单标题601,这是工单601的详细描述内容,3060.0,3.0
TKT202401010601,2024-02-26 00:00:00,2024-02-27 12:00:00,技术部,低,待回访,建议,user_1081,agent_2011,工单标题602,这是工单602的详细描述内容,2160.0,4.0
TKT202401010602,2024-07-14 00:00:00,2024-07-16 07:00:00,市场部,高,已关闭,性能问题,user_1025,agent_2018,工单标题603,这是工单603的详细描述内容,3300.0,
TKT202401010603,2024-07-03 00:00:00,,市场部,高,处理中,系统故障,user_1010,agent_2001,工单标题604,这是工单604的详细描述内容,,
TKT202401010604,2024-09-06 00:00:00,2024-09-08 07:00:00,技术部,紧急,处理中,建议,user_1059,agent_2020,工单标题605,这是工单605的详细描述内容,3300.0,5.0
TKT202401010605,2024-04-02 00:00:00,2024-04-04 10:00:00,人力资源,低,已关闭,咨询,user_1029,agent_2006,工单标题606,这是工单606的详细描述内容,3480.0,1.0
TKT202401010606,2024-10-22 00:00:00,2024-10-24 15:00:00,技术部,中,已关闭,需求变更,user_1074,agent_2012,工单标题607,这是工单607的详细描述内容,3780.0,
TKT202401010607,2024-01-20 00:00:00,2024-01-23 00:00:00,运维部,紧急,待回访,投诉,user_1089,agent_2003,工单标题608,这是工单608的详细描述内容,4320.0,
TKT202401010608,2024-09-26 00:00:00,2024-09-27 11:00:00,客服部,紧急,处理中,投诉,user_1081,agent_2003,工单标题609,这是工单609的详细描述内容,2100.0,5.0
TKT202401010609,2024-10-23 00:00:00,2024-10-24 15:00:00,运维部,紧急,已关闭,投诉,user_1066,agent_2016,工单标题610,这是工单610的详细描述内容,2340.0,3.0
TKT202401010610,2024-08-03 00:00:00,2024-08-04 21:00:00,运维部,中,处理中,系统故障,user_1089,agent_2020,工单标题611,这是工单611的详细描述内容,2700.0,5.0
TKT202401010611,2024-05-13 00:00:00,2024-05-13 07:00:00,人力资源,高,待回访,系统故障,user_1085,agent_2010,工单标题612,这是工单612的详细描述内容,420.0,5.0
TKT202401010612,2024-01-14 00:00:00,2024-01-15 12:00:00,技术部,紧急,已解决,权限问题,user_1017,agent_2020,工单标题613,这是工单613的详细描述内容,2160.0,
TKT202401010613,2024-05-11 00:00:00,2024-05-11 01:00:00,人力资源,高,待回访,性能问题,user_1085,agent_2015,工单标题614,这是工单614的详细描述内容,60.0,
TKT202401010614,2024-03-30 00:00:00,2024-03-31 09:00:00,技术部,低,处理中,需求变更,user_1005,agent_2011,工单标题615,这是工单615的详细描述内容,1980.0,2.0
TKT202401010615,2024-10-31 00:00:00,2024-10-31 19:00:00,财务部,低,处理中,投诉,user_1093,agent_2006,工单标题616,这是工单616的详细描述内容,1140.0,
TKT202401010616,2024-06-25 00:00:00,2024-06-25 06:00:00,客服部,紧急,处理中,投诉,user_1052,agent_2016,工单标题617,这是工单617的详细描述内容,360.0,
TKT202401010617,2024-09-29 00:00:00,2024-09-30 05:00:00,市场部,低,已关闭,权限问题,user_1019,agent_2017,工单标题618,这是工单618的详细描述内容,1740.0,1.0
TKT202401010618,2024-05-27 00:00:00,2024-05-29 09:00:00,运维部,紧急,待处理,需求变更,user_1082,agent_2012,工单标题619,这是工单619的详细描述内容,3420.0,4.0
TKT202401010619,2024-11-08 00:00:00,2024-11-09 10:00:00,运维部,紧急,已解决,其他,user_1051,agent_2015,工单标题620,这是工单620的详细描述内容,2040.0,2.0
TKT202401010620,2024-12-10 00:00:00,2024-12-11 00:00:00,市场部,高,已解决,需求变更,user_1002,agent_2001,工单标题621,这是工单621的详细描述内容,1440.0,1.0
TKT202401010621,2024-07-29 00:00:00,2024-07-29 12:00:00,市场部,低,已解决,数据错误,user_1093,agent_2010,工单标题622,这是工单622的详细描述内容,720.0,
TKT202401010622,2024-01-18 00:00:00,2024-01-18 03:00:00,客服部,高,待回访,功能异常,user_1091,agent_2004,工单标题623,这是工单623的详细描述内容,180.0,
TKT202401010623,2024-11-05 00:00:00,2024-11-05 16:00:00,市场部,高,待处理,性能问题,user_1033,agent_2010,工单标题624,这是工单624的详细描述内容,960.0,1.0
TKT202401010624,2024-11-23 00:00:00,2024-11-25 10:00:00,运维部,低,已解决,权限问题,user_1021,agent_2003,工单标题625,这是工单625的详细描述内容,3480.0,
TKT202401010625,2024-02-01 00:00:00,2024-02-03 00:00:00,客服部,中,已解决,性能问题,user_1057,agent_2003,工单标题626,这是工单626的详细描述内容,2880.0,2.0
TKT202401010626,2024-11-08 00:00:00,,财务部,紧急,处理中,需求变更,user_1099,agent_2014,工单标题627,这是工单627的详细描述内容,,
TKT202401010627,2024-11-25 00:00:00,2024-11-25 13:00:00,市场部,中,待处理,系统故障,user_1010,agent_2003,工单标题628,这是工单628的详细描述内容,780.0,3.0
TKT202401010628,2024-08-16 00:00:00,2024-08-16 02:00:00,技术部,紧急,待处理,建议,user_1035,agent_2005,工单标题629,这是工单629的详细描述内容,120.0,4.0
TKT202401010629,2024-10-21 00:00:00,2024-10-21 00:00:00,财务部,低,已关闭,建议,user_1094,agent_2003,工单标题630,这是工单630的详细描述内容,0.0,1.0
TKT202401010630,2024-07-15 00:00:00,,人力资源,中,已解决,权限问题,user_1052,agent_2002,工单标题631,这是工单631的详细描述内容,,1.0
TKT202401010631,2024-07-06 00:00:00,2024-07-08 20:00:00,运维部,紧急,已关闭,权限问题,user_1083,agent_2007,工单标题632,这是工单632的详细描述内容,4080.0,
TKT202401010632,2024-01-21 00:00:00,2024-01-23 01:00:00,运维部,低,待处理,咨询,user_1063,agent_2003,工单标题633,这是工单633的详细描述内容,2940.0,4.0
TKT202401010633,2024-04-07 00:00:00,,客服部,高,已关闭,建议,user_1009,agent_2018,工单标题634,这是工单634的详细描述内容,,4.0
TKT202401010634,2024-09-30 00:00:00,2024-10-02 09:00:00,客服部,紧急,已解决,系统故障,user_1044,agent_2002,工单标题635,这是工单635的详细描述内容,3420.0,2.0
TKT202401010635,2024-11-30 00:00:00,2024-12-02 18:00:00,市场部,高,待回访,数据错误,user_1010,agent_2002,工单标题636,这是工单636的详细描述内容,3960.0,4.0
TKT202401010636,2024-11-30 00:00:00,2024-11-30 02:00:00,人力资源,紧急,处理中,性能问题,user_1002,agent_2006,工单标题637,这是工单637的详细描述内容,120.0,3.0
TKT202401010637,2024-02-19 00:00:00,2024-02-21 10:00:00,人力资源,紧急,待处理,功能异常,user_1064,agent_2020,工单标题638,这是工单638的详细描述内容,3480.0,2.0
TKT202401010638,2024-02-02 00:00:00,2024-02-03 01:00:00,市场部,低,已解决,功能异常,user_1088,agent_2019,工单标题639,这是工单639的详细描述内容,1500.0,3.0
TKT202401010639,2024-04-19 00:00:00,2024-04-19 05:00:00,运维部,紧急,待处理,权限问题,user_1019,agent_2014,工单标题640,这是工单640的详细描述内容,300.0,
TKT202401010640,2024-07-08 00:00:00,,技术部,紧急,处理中,功能异常,user_1081,agent_2020,工单标题641,这是工单641的详细描述内容,,
TKT202401010641,2024-03-21 00:00:00,2024-03-21 02:00:00,客服部,紧急,待处理,性能问题,user_1012,agent_2019,工单标题642,这是工单642的详细描述内容,120.0,4.0
TKT202401010642,2024-12-21 00:00:00,2024-12-23 12:00:00,技术部,高,已解决,需求变更,user_1058,agent_2014,工单标题643,这是工单643的详细描述内容,3600.0,
TKT202401010643,2024-03-30 00:00:00,2024-03-30 04:00:00,市场部,低,待回访,功能异常,user_1081,agent_2010,工单标题644,这是工单644的详细描述内容,240.0,
TKT202401010644,2024-01-03 00:00:00,,客服部,紧急,待回访,咨询,user_1098,agent_2018,工单标题645,这是工单645的详细描述内容,,4.0
TKT202401010645,2024-11-16 00:00:00,,技术部,紧急,处理中,投诉,user_1064,agent_2006,工单标题646,这是工单646的详细描述内容,,
TKT202401010646,2024-01-23 00:00:00,2024-01-23 06:00:00,运维部,高,已关闭,权限问题,user_1043,agent_2020,工单标题647,这是工单647的详细描述内容,360.0,4.0
TKT202401010647,2024-01-23 00:00:00,2024-01-23 13:00:00,人力资源,高,处理中,系统故障,user_1063,agent_2017,工单标题648,这是工单648的详细描述内容,780.0,
TKT202401010648,2024-04-30 00:00:00,2024-05-02 08:00:00,运维部,低,处理中,咨询,user_1030,agent_2004,工单标题649,这是工单649的详细描述内容,3360.0,
TKT202401010649,2024-02-20 00:00:00,2024-02-21 06:00:00,技术部,低,处理中,功能异常,user_1061,agent_2019,工单标题650,这是工单650的详细描述内容,1800.0,4.0
TKT202401010650,2024-03-15 00:00:00,2024-03-16 03:00:00,财务部,高,已关闭,咨询,user_1018,agent_2015,工单标题651,这是工单651的详细描述内容,1620.0,3.0
TKT202401010651,2024-05-18 00:00:00,2024-05-19 01:00:00,客服部,紧急,已解决,性能问题,user_1015,agent_2015,工单标题652,这是工单652的详细描述内容,1500.0,2.0
TKT202401010652,2024-06-24 00:00:00,2024-06-25 04:00:00,人力资源,高,待回访,性能问题,user_1074,agent_2018,工单标题653,这是工单653的详细描述内容,1680.0,1.0
TKT202401010653,2024-07-29 00:00:00,2024-07-31 18:00:00,技术部,低,已关闭,权限问题,user_1002,agent_2014,工单标题654,这是工单654的详细描述内容,3960.0,2.0
TKT202401010654,2024-05-06 00:00:00,2024-05-07 17:00:00,技术部,高,待回访,系统故障,user_1054,agent_2002,工单标题655,这是工单655的详细描述内容,2460.0,
TKT202401010655,2024-08-28 00:00:00,,人力资源,低,已关闭,功能异常,user_1058,agent_2016,工单标题656,这是工单656的详细描述内容,,
TKT202401010656,2024-10-12 00:00:00,2024-10-12 01:00:00,财务部,高,处理中,咨询,user_1038,agent_2008,工单标题657,这是工单657的详细描述内容,60.0,1.0
TKT202401010657,2024-01-09 00:00:00,2024-01-11 13:00:00,技术部,低,待回访,其他,user_1004,agent_2015,工单标题658,这是工单658的详细描述内容,3660.0,2.0
TKT202401010658,2024-12-26 00:00:00,,运维部,低,待处理,功能异常,user_1050,agent_2011,工单标题659,这是工单659的详细描述内容,,3.0
TKT202401010659,2024-08-06 00:00:00,2024-08-07 10:00:00,人力资源,高,待处理,其他,user_1043,agent_2002,工单标题660,这是工单660的详细描述内容,2040.0,3.0
TKT202401010660,2024-01-27 00:00:00,2024-01-27 14:00:00,财务部,紧急,已解决,咨询,user_1023,agent_2018,工单标题661,这是工单661的详细描述内容,840.0,5.0
TKT202401010661,2024-12-29 00:00:00,,运维部,高,待回访,功能异常,user_1084,agent_2016,工单标题662,这是工单662的详细描述内容,,5.0
TKT202401010662,2024-12-25 00:00:00,2024-12-26 02:00:00,技术部,中,已解决,权限问题,user_1065,agent_2014,工单标题663,这是工单663的详细描述内容,1560.0,
TKT202401010663,2024-02-02 00:00:00,2024-02-03 23:00:00,财务部,紧急,已关闭,需求变更,user_1087,agent_2018,工单标题664,这是工单664的详细描述内容,2820.0,4.0
TKT202401010664,2024-11-13 00:00:00,2024-11-14 23:00:00,市场部,紧急,处理中,投诉,user_1012,agent_2003,工单标题665,这是工单665的详细描述内容,2820.0,
TKT202401010665,2024-04-01 00:00:00,2024-04-02 12:00:00,客服部,紧急,处理中,权限问题,user_1015,agent_2005,工单标题666,这是工单666的详细描述内容,2160.0,2.0
TKT202401010666,2024-09-23 00:00:00,,市场部,高,已关闭,咨询,user_1054,agent_2015,工单标题667,这是工单667的详细描述内容,,1.0
TKT202401010667,2024-05-29 00:00:00,,技术部,中,已关闭,其他,user_1044,agent_2011,工单标题668,这是工单668的详细描述内容,,5.0
TKT202401010668,2024-10-07 00:00:00,2024-10-09 08:00:00,人力资源,高,已解决,性能问题,user_1034,agent_2008,工单标题669,这是工单669的详细描述内容,3360.0,3.0
TKT202401010669,2024-01-25 00:00:00,2024-01-25 18:00:00,财务部,高,待回访,性能问题,user_1092,agent_2018,工单标题670,这是工单670的详细描述内容,1080.0,
TKT202401010670,2024-03-30 00:00:00,,客服部,紧急,已解决,其他,user_1017,agent_2015,工单标题671,这是工单671的详细描述内容,,
TKT202401010671,2024-04-04 00:00:00,2024-04-05 02:00:00,客服部,中,已解决,性能问题,user_1048,agent_2015,工单标题672,这是工单672的详细描述内容,1560.0,2.0
TKT202401010672,2024-09-30 00:00:00,,客服部,低,已关闭,性能问题,user_1059,agent_2011,工单标题673,这是工单673的详细描述内容,,
TKT202401010673,2024-10-06 00:00:00,2024-10-08 16:00:00,市场部,中,已关闭,权限问题,user_1097,agent_2019,工单标题674,这是工单674的详细描述内容,3840.0,5.0
TKT202401010674,2024-08-14 00:00:00,2024-08-15 19:00:00,市场部,低,待处理,性能问题,user_1087,agent_2018,工单标题675,这是工单675的详细描述内容,2580.0,
