task_id,project_id,task_name,status,priority,assignee,start_date,due_date,progress,estimated_hours,actual_hours
TASK0044024,PRJ0044,任务24: 测试验证,已完成,低,dev_5010,2024-02-26,2024-06-25,19,158,106
TASK0044025,PRJ0044,任务25: 开发实现,已完成,低,dev_5030,2024-02-02,2024-07-12,49,57,156
TASK0044026,PRJ0044,任务26: 设计评审,待开始,高,dev_5009,2024-03-23,2024-02-19,55,149,131
TASK0044027,PRJ0044,任务27: 需求分析,阻塞,高,dev_5007,2024-09-19,2024-03-20,10,93,86
TASK0044028,PRJ0044,任务28: 测试验证,已完成,低,dev_5006,2024-03-09,2024-07-07,12,53,26
TASK0045001,PRJ0045,任务1: 部署上线,进行中,低,dev_5013,2024-05-28,2024-01-08,83,27,120
TASK0045002,PRJ0045,任务2: 部署上线,待开始,低,dev_5020,2024-05-16,2024-12-23,90,95,93
TASK0045003,PRJ0045,任务3: 测试验证,阻塞,低,dev_5025,2024-10-24,2024-12-30,48,46,88
TASK0045004,PRJ0045,任务4: 设计评审,阻塞,中,dev_5007,2024-02-22,2024-09-05,15,42,11
TASK0045005,PRJ0045,任务5: 设计评审,已完成,中,dev_5045,2024-09-02,2024-12-20,34,39,113
TASK0045006,PRJ0045,任务6: 开发实现,阻塞,中,dev_5040,2024-03-29,2024-04-16,0,20,33
TASK0045007,PRJ0045,任务7: 设计评审,已完成,高,dev_5009,2024-04-28,2024-08-18,11,111,98
TASK0045008,PRJ0045,任务8: 开发实现,进行中,高,dev_5043,2024-04-08,2024-12-21,45,29,153
TASK0045009,PRJ0045,任务9: 部署上线,取消,中,dev_5041,2024-03-22,2024-02-03,8,25,81
TASK0045010,PRJ0045,任务10: 设计评审,取消,高,dev_5029,2024-01-05,2024-11-11,87,156,54
TASK0045011,PRJ0045,任务11: 文档编写,待开始,中,dev_5031,2024-08-07,2024-11-18,32,40,12
TASK0045012,PRJ0045,任务12: 文档编写,待开始,低,dev_5050,2024-02-17,2024-09-12,97,70,19
TASK0045013,PRJ0045,任务13: 需求分析,待开始,高,dev_5040,2024-02-28,2024-01-16,87,75,100
TASK0045014,PRJ0045,任务14: 需求分析,待开始,中,dev_5012,2024-11-27,2024-01-24,39,157,87
TASK0045015,PRJ0045,任务15: 测试验证,阻塞,低,dev_5026,2024-12-29,2024-06-26,11,13,51
TASK0045016,PRJ0045,任务16: 部署上线,取消,中,dev_5014,2024-08-29,2024-12-17,81,54,34
TASK0045017,PRJ0045,任务17: 测试验证,取消,高,dev_5037,2024-04-03,2024-11-03,1,50,87
TASK0045018,PRJ0045,任务18: 设计评审,进行中,中,dev_5018,2024-09-27,2024-10-05,69,13,125
TASK0045019,PRJ0045,任务19: 测试验证,取消,低,dev_5046,2024-08-11,2024-07-01,59,129,102
TASK0045020,PRJ0045,任务20: 开发实现,已完成,高,dev_5037,2024-06-29,2024-11-01,21,149,145
TASK0045021,PRJ0045,任务21: 需求分析,已完成,中,dev_5016,2024-02-07,2024-03-26,83,83,87
TASK0045022,PRJ0045,任务22: 文档编写,进行中,中,dev_5030,2024-05-13,2024-10-24,90,24,19
TASK0046001,PRJ0046,任务1: 需求分析,取消,中,dev_5044,2024-08-26,2024-10-05,87,38,142
TASK0046002,PRJ0046,任务2: 设计评审,进行中,高,dev_5014,2024-11-25,2024-12-31,34,77,146
TASK0046003,PRJ0046,任务3: 开发实现,已完成,中,dev_5043,2024-06-03,2024-10-01,38,142,90
TASK0046004,PRJ0046,任务4: 文档编写,阻塞,低,dev_5048,2024-06-07,2024-06-03,42,28,67
TASK0046005,PRJ0046,任务5: 设计评审,待开始,低,dev_5024,2024-08-25,2024-03-12,79,158,23
TASK0046006,PRJ0046,任务6: 开发实现,进行中,中,dev_5046,2024-01-29,2024-09-02,8,64,51
TASK0046007,PRJ0046,任务7: 部署上线,待开始,中,dev_5015,2024-09-30,2024-03-07,56,111,72
TASK0046008,PRJ0046,任务8: 文档编写,阻塞,高,dev_5050,2024-03-08,2024-04-18,93,98,82
TASK0046009,PRJ0046,任务9: 开发实现,已完成,低,dev_5041,2024-03-16,2024-06-20,92,154,28
TASK0046010,PRJ0046,任务10: 设计评审,阻塞,高,dev_5001,2024-07-30,2024-08-27,56,63,15
TASK0046011,PRJ0046,任务11: 部署上线,阻塞,低,dev_5002,2024-05-03,2024-11-09,78,62,65
TASK0046012,PRJ0046,任务12: 测试验证,取消,中,dev_5011,2024-01-27,2024-12-31,61,95,54
TASK0046013,PRJ0046,任务13: 部署上线,待开始,低,dev_5006,2024-12-03,2024-11-23,74,56,140
TASK0046014,PRJ0046,任务14: 设计评审,取消,低,dev_5037,2024-02-12,2024-09-18,92,61,82
TASK0046015,PRJ0046,任务15: 需求分析,阻塞,高,dev_5040,2024-09-13,2024-06-04,68,90,86
TASK0046016,PRJ0046,任务16: 需求分析,已完成,高,dev_5026,2024-09-17,2024-03-01,44,32,22
TASK0046017,PRJ0046,任务17: 开发实现,阻塞,高,dev_5030,2024-09-14,2024-06-19,50,112,41
TASK0047001,PRJ0047,任务1: 测试验证,阻塞,高,dev_5044,2024-08-24,2024-03-31,39,66,129
TASK0047002,PRJ0047,任务2: 需求分析,已完成,中,dev_5024,2024-07-28,2024-06-28,10,76,151
TASK0047003,PRJ0047,任务3: 部署上线,阻塞,中,dev_5014,2024-11-28,2024-01-18,8,83,66
TASK0047004,PRJ0047,任务4: 测试验证,进行中,高,dev_5035,2024-05-13,2024-06-13,41,80,85
TASK0047005,PRJ0047,任务5: 需求分析,待开始,高,dev_5042,2024-03-13,2024-03-12,9,141,128
TASK0047006,PRJ0047,任务6: 开发实现,取消,高,dev_5014,2024-02-10,2024-03-06,6,99,155
TASK0047007,PRJ0047,任务7: 设计评审,待开始,低,dev_5037,2024-09-23,2024-11-12,91,67,6
TASK0048001,PRJ0048,任务1: 文档编写,进行中,低,dev_5012,2024-03-18,2024-12-30,5,50,79
TASK0048002,PRJ0048,任务2: 需求分析,阻塞,中,dev_5027,2024-10-30,2024-08-12,5,111,135
TASK0048003,PRJ0048,任务3: 设计评审,取消,高,dev_5036,2024-03-25,2024-07-12,90,112,114
TASK0048004,PRJ0048,任务4: 开发实现,待开始,低,dev_5002,2024-12-07,2024-01-04,76,131,124
TASK0048005,PRJ0048,任务5: 设计评审,已完成,低,dev_5019,2024-10-24,2024-12-03,52,55,93
TASK0048006,PRJ0048,任务6: 文档编写,取消,中,dev_5038,2024-01-10,2024-02-29,18,31,55
TASK0048007,PRJ0048,任务7: 开发实现,已完成,高,dev_5004,2024-03-01,2024-03-23,43,64,64
TASK0048008,PRJ0048,任务8: 文档编写,进行中,中,dev_5047,2024-05-12,2024-07-18,54,156,56
TASK0048009,PRJ0048,任务9: 测试验证,待开始,中,dev_5031,2024-11-20,2024-06-17,55,84,74
TASK0048010,PRJ0048,任务10: 需求分析,进行中,低,dev_5006,2024-05-17,2024-09-20,22,54,30
TASK0048011,PRJ0048,任务11: 需求分析,取消,低,dev_5017,2024-06-18,2024-12-23,63,54,4
TASK0048012,PRJ0048,任务12: 开发实现,已完成,中,dev_5015,2024-03-24,2024-02-21,50,149,83
TASK0048013,PRJ0048,任务13: 开发实现,已完成,高,dev_5010,2024-07-17,2024-11-01,36,102,3
TASK0048014,PRJ0048,任务14: 开发实现,取消,高,dev_5047,2024-07-19,2024-01-28,59,48,38
TASK0048015,PRJ0048,任务15: 部署上线,取消,中,dev_5038,2024-10-22,2024-04-12,74,46,136
TASK0048016,PRJ0048,任务16: 文档编写,取消,低,dev_5046,2024-12-30,2024-07-27,49,137,148
TASK0048017,PRJ0048,任务17: 部署上线,待开始,高,dev_5002,2024-07-23,2024-11-19,86,95,46
TASK0048018,PRJ0048,任务18: 部署上线,已完成,中,dev_5020,2024-04-10,2024-01-17,40,52,54
TASK0048019,PRJ0048,任务19: 文档编写,阻塞,高,dev_5017,2024-02-18,2024-08-09,100,67,113
TASK0048020,PRJ0048,任务20: 需求分析,阻塞,低,dev_5011,2024-09-11,2024-05-13,90,43,7
TASK0048021,PRJ0048,任务21: 需求分析,已完成,高,dev_5012,2024-11-28,2024-11-13,37,9,113
TASK0048022,PRJ0048,任务22: 部署上线,取消,高,dev_5039,2024-08-14,2024-08-30,93,151,131
TASK0048023,PRJ0048,任务23: 需求分析,待开始,中,dev_5033,2024-07-08,2024-10-26,12,97,152
TASK0049001,PRJ0049,任务1: 文档编写,已完成,中,dev_5011,2024-05-31,2024-10-11,96,122,133
TASK0049002,PRJ0049,任务2: 开发实现,待开始,中,dev_5007,2024-06-06,2024-09-12,13,74,1
TASK0049003,PRJ0049,任务3: 文档编写,取消,低,dev_5030,2024-09-06,2024-10-22,97,97,19
TASK0049004,PRJ0049,任务4: 开发实现,阻塞,低,dev_5038,2024-03-23,2024-03-09,75,37,51
TASK0049005,PRJ0049,任务5: 测试验证,取消,高,dev_5041,2024-02-02,2024-07-22,70,142,72
TASK0050001,PRJ0050,任务1: 需求分析,已完成,低,dev_5031,2024-07-25,2024-12-19,30,66,2
TASK0050002,PRJ0050,任务2: 部署上线,取消,中,dev_5031,2024-11-24,2024-11-01,12,86,26
TASK0050003,PRJ0050,任务3: 开发实现,取消,高,dev_5050,2024-09-13,2024-06-03,17,127,97
TASK0050004,PRJ0050,任务4: 测试验证,阻塞,中,dev_5007,2024-08-09,2024-06-21,30,121,71
TASK0050005,PRJ0050,任务5: 测试验证,阻塞,中,dev_5036,2024-06-24,2024-08-02,26,121,25
TASK0050006,PRJ0050,任务6: 测试验证,已完成,高,dev_5026,2024-02-04,2024-11-30,90,37,24
TASK0050007,PRJ0050,任务7: 测试验证,取消,中,dev_5038,2024-07-09,2024-03-11,39,26,126
TASK0050008,PRJ0050,任务8: 需求分析,阻塞,低,dev_5032,2024-06-03,2024-09-08,70,49,80
TASK0050009,PRJ0050,任务9: 测试验证,进行中,中,dev_5047,2024-04-14,2024-03-29,41,30,2
TASK0050010,PRJ0050,任务10: 需求分析,待开始,高,dev_5011,2024-12-02,2024-10-12,66,59,30
TASK0050011,PRJ0050,任务11: 开发实现,取消,低,dev_5050,2024-02-04,2024-05-18,9,21,21
TASK0050012,PRJ0050,任务12: 需求分析,进行中,高,dev_5006,2024-11-27,2024-08-20,39,127,66
TASK0050013,PRJ0050,任务13: 文档编写,取消,高,dev_5021,2024-12-17,2024-08-31,72,119,24
TASK0050014,PRJ0050,任务14: 部署上线,已完成,高,dev_5013,2024-09-13,2024-01-29,23,25,44
TASK0050015,PRJ0050,任务15: 开发实现,已完成,低,dev_5035,2024-03-19,2024-05-14,99,130,2
TASK0050016,PRJ0050,任务16: 部署上线,待开始,低,dev_5032,2024-01-23,2024-10-26,23,126,132
TASK0050017,PRJ0050,任务17: 文档编写,已完成,中,dev_5018,2024-04-08,2024-07-28,88,81,41
TASK0050018,PRJ0050,任务18: 开发实现,已完成,高,dev_5044,2024-06-07,2024-12-13,59,23,44
TASK0050019,PRJ0050,任务19: 测试验证,取消,高,dev_5041,2024-06-12,2024-12-04,37,110,103
TASK0050020,PRJ0050,任务20: 测试验证,取消,低,dev_5009,2024-01-01,2024-09-04,99,52,146
TASK0050021,PRJ0050,任务21: 测试验证,进行中,高,dev_5049,2024-04-30,2024-12-24,14,141,112
TASK0050022,PRJ0050,任务22: 需求分析,取消,中,dev_5045,2024-05-03,2024-04-16,38,78,89
TASK0050023,PRJ0050,任务23: 设计评审,取消,中,dev_5024,2024-01-24,2024-10-08,22,153,5
TASK0050024,PRJ0050,任务24: 文档编写,进行中,低,dev_5047,2024-06-13,2024-07-18,89,160,128
TASK0050025,PRJ0050,任务25: 需求分析,进行中,低,dev_5020,2024-05-22,2024-01-01,19,123,132
TASK0050026,PRJ0050,任务26: 设计评审,阻塞,低,dev_5009,2024-12-03,2024-07-12,70,78,158
